Date,Centre ID,Time,Current Queue,Active Counters,Farmers Arrived,Farmers Processed,Average Processing Time,Crop,Quantity,Booked Farmers,Actual Waiting Time
2025-07-09,3,15:00,39,1,83,68,11.1,Maize,11.0,68,50.5
2025-08-13,3,13:00,26,2,49,57,12.3,Wheat,18.0,89,45.5
2025-03-03,5,15:00,53,3,71,46,14.1,Mustard,12.2,102,66.5
2025-03-04,4,16:00,59,5,62,68,17.3,Wheat,34.0,109,54.8
2025-02-17,3,11:00,39,1,52,7,23.2,Maize,17.1,66,73.3
2025-07-26,3,09:00,50,5,90,57,16.2,Wheat,13.7,110,63.9
2025-01-03,4,10:00,42,2,62,29,19.4,Wheat,23.9,101,80.9
2025-07-28,4,12:00,27,1,67,32,20.7,Rice,23.1,79,77.8
2025-06-23,3,16:00,28,6,51,58,8.9,Rice,1.1,80,33.4
2025-06-20,1,11:00,81,1,105,20,18.1,Mustard,22.0,123,100.4
2025-09-05,1,14:00,60,1,79,66,15.2,Rice,9.3,66,60.7
2025-07-10,1,13:00,8,6,33,37,16.7,Rice,13.8,26,15.2
2025-09-23,3,10:00,86,4,89,26,7.7,Mustard,25.0,135,95.1
2025-10-06,4,11:00,64,3,66,24,22.4,Mustard,20.0,85,82.9
2025-12-02,5,13:00,4,5,25,31,23.2,Maize,13.5,15,18.2
2025-10-19,2,14:00,65,4,91,70,7.1,Mustard,6.7,126,66.0
2025-07-08,4,12:00,53,4,77,7,10.6,Mustard,18.2,84,73.5
2025-06-29,4,10:00,82,1,101,38,10.1,Cotton,11.9,137,108.5
2025-03-28,1,14:00,44,4,57,62,20.3,Wheat,32.0,62,50.6
2025-08-07,2,10:00,46,2,77,35,17.2,Cotton,19.2,69,73.2
2025-02-20,2,16:00,28,5,55,42,10.0,Maize,30.4,50,29.7
2025-12-06,5,10:00,28,4,30,26,20.8,Rice,14.3,52,54.4
2025-11-05,5,09:00,55,1,75,10,13.0,Wheat,29.1,83,82.6
2025-02-13,5,12:00,74,6,105,47,14.8,Rice,2.9,93,79.6
2025-10-14,3,12:00,80,2,115,68,13.6,Rice,11.1,132,94.7
2025-02-12,3,12:00,69,2,81,39,15.9,Mustard,3.7,90,81.0
2025-09-21,2,12:00,54,6,95,32,15.2,Maize,2.1,82,58.1
2025-02-02,4,17:00,45,5,74,9,11.7,Mustard,32.2,100,58.9
2025-06-28,1,12:00,30,6,49,70,14.2,Wheat,25.4,58,42.6
2025-08-29,2,12:00,69,4,97,65,22.4,Rice,22.3,69,83.6
2025-09-24,1,12:00,28,6,67,67,15.5,Cotton,19.1,28,32.9
2025-06-02,3,09:00,24,1,34,26,22.6,Rice,20.4,52,65.2
2025-12-03,2,13:00,78,4,84,46,16.4,Mustard,22.7,120,74.3
2025-10-10,1,10:00,53,2,72,32,20.1,Cotton,29.1,114,84.8
2025-03-18,2,13:00,31,3,34,17,12.0,Rice,21.3,39,46.6
2025-09-02,5,09:00,77,2,114,15,20.4,Cotton,26.5,112,102.0
2025-09-24,3,17:00,86,2,129,28,11.5,Rice,10.6,104,90.4
2025-05-02,5,12:00,28,3,55,41,7.3,Wheat,34.2,57,50.5
2025-09-27,5,15:00,46,6,90,9,9.7,Rice,2.1,74,56.4
2025-11-24,5,12:00,43,4,46,52,7.4,Mustard,14.1,63,56.0
2025-10-26,2,09:00,63,3,91,34,23.1,Wheat,31.0,64,87.4
2025-10-06,5,15:00,85,3,104,66,24.0,Maize,7.1,89,85.2
2025-08-20,5,13:00,49,4,61,20,20.0,Mustard,5.8,82,66.2
2025-04-09,5,14:00,71,2,85,3,8.8,Wheat,13.4,85,75.8
2025-10-18,2,12:00,53,4,77,23,22.3,Maize,15.6,74,70.9
2025-05-13,2,13:00,79,5,107,72,19.6,Maize,32.7,84,70.0
2025-07-14,3,15:00,36,2,43,24,12.6,Wheat,29.4,39,48.1
2025-04-25,5,13:00,34,4,61,52,15.5,Wheat,16.8,42,42.6
2025-04-25,5,11:00,38,5,79,63,18.2,Rice,34.1,62,58.1
2025-02-27,3,13:00,89,4,89,21,7.4,Mustard,22.8,99,74.9
2025-12-17,1,14:00,55,2,94,48,15.5,Cotton,30.7,70,62.7
2025-02-23,3,16:00,13,4,40,15,19.5,Mustard,9.4,32,33.7
2025-02-01,4,11:00,3,5,18,27,10.2,Cotton,17.6,21,28.3
2025-12-08,3,12:00,46,2,79,22,14.5,Wheat,2.0,46,62.9
2025-07-22,2,15:00,72,4,99,50,16.1,Cotton,1.3,79,69.3
2025-06-09,2,12:00,43,5,77,65,19.5,Maize,25.0,104,58.3
2025-09-27,1,14:00,50,2,53,18,23.4,Mustard,5.0,93,69.5
2025-05-20,2,12:00,71,3,73,21,21.4,Mustard,19.6,79,88.3
2025-02-16,4,10:00,46,6,74,61,17.6,Rice,24.7,64,60.6
2025-09-24,2,14:00,81,3,94,34,16.9,Maize,2.1,105,77.9
2025-03-06,5,10:00,57,4,67,38,17.3,Wheat,16.3,115,77.2
2025-07-21,1,10:00,65,1,83,52,16.3,Rice,24.3,122,92.3
2025-12-13,3,13:00,70,6,102,10,8.0,Wheat,31.3,120,73.4
2025-12-08,3,14:00,56,4,64,65,18.9,Maize,11.2,62,56.7
2025-05-12,5,15:00,4,5,47,27,19.2,Mustard,34.1,35,31.7
2025-10-12,5,11:00,38,4,56,49,15.7,Maize,29.7,69,58.8
2025-08-12,3,09:00,12,3,18,32,21.8,Cotton,23.1,53,54.8
2025-06-24,4,16:00,45,3,48,56,18.4,Mustard,14.3,99,63.6
2025-02-21,4,10:00,12,5,50,45,13.2,Mustard,25.2,32,31.7
2025-05-18,3,10:00,45,6,50,12,7.3,Rice,28.8,81,61.9
2025-08-26,1,11:00,30,1,48,14,8.0,Mustard,11.3,47,47.7
2025-12-27,3,12:00,1,6,31,65,13.0,Cotton,34.8,14,25.3
2025-01-02,2,15:00,11,5,34,38,14.9,Maize,31.9,31,25.5
2025-09-19,3,14:00,45,1,56,20,9.8,Mustard,17.5,92,59.6
2025-11-05,4,14:00,7,1,11,10,10.2,Maize,25.6,35,34.8
2025-12-14,2,10:00,77,5,109,9,10.9,Maize,18.8,121,86.8
2025-06-04,2,11:00,68,6,90,68,20.3,Mustard,26.9,112,82.1
2025-02-13,5,12:00,63,3,65,73,20.1,Mustard,29.1,86,77.4
2025-04-09,2,10:00,15,4,23,29,13.5,Wheat,1.8,77,42.2
2025-11-07,1,11:00,71,6,96,15,9.9,Rice,3.7,74,64.8
2025-11-17,4,11:00,57,2,64,31,8.9,Maize,12.4,115,71.6
2025-08-21,4,10:00,35,2,52,10,8.5,Wheat,32.2,35,53.6
2025-02-14,5,13:00,0,6,5,41,13.7,Rice,14.5,24,15.0
2025-02-14,4,14:00,47,2,82,46,7.8,Cotton,31.2,100,60.6
2025-06-24,5,09:00,71,3,99,73,12.7,Rice,16.7,115,87.1
2025-08-03,3,12:00,3,3,38,23,23.3,Maize,10.8,23,44.6
2025-01-12,2,14:00,4,4,6,14,15.6,Cotton,31.6,61,34.3
2025-09-08,5,14:00,34,2,50,10,21.0,Wheat,20.1,42,55.9
2025-07-18,2,15:00,46,5,58,28,9.2,Rice,13.3,89,48.0
2025-01-05,2,12:00,42,5,70,45,11.6,Cotton,2.5,75,53.6
2025-02-04,5,15:00,38,2,74,4,23.1,Maize,4.8,51,64.3
2025-06-15,5,11:00,22,3,32,56,13.5,Maize,5.7,81,54.9
2025-09-21,2,11:00,5,1,39,34,18.0,Maize,13.4,54,48.3
2025-10-29,4,10:00,2,2,28,59,23.6,Wheat,21.6,2,31.7
2025-06-07,5,12:00,8,6,45,34,16.4,Cotton,11.5,13,31.1
2025-04-18,4,12:00,62,4,65,11,12.2,Wheat,3.2,65,67.0
2025-12-20,1,11:00,70,4,114,1,16.0,Wheat,10.0,97,86.2
2025-06-17,4,14:00,39,6,58,41,7.9,Cotton,14.9,66,41.7
2025-04-26,1,11:00,6,5,18,40,8.9,Mustard,34.7,53,32.4
2025-06-11,5,11:00,37,5,45,61,7.1,Cotton,14.4,80,48.6
2025-01-05,1,10:00,88,5,132,65,22.0,Maize,4.0,88,87.1
2025-04-21,5,12:00,22,3,61,12,18.4,Wheat,20.8,52,52.5
2025-07-08,1,11:00,44,4,49,23,12.1,Mustard,32.3,95,61.3
2025-12-02,3,11:00,48,2,68,15,10.8,Maize,27.7,106,70.0
2025-09-27,2,10:00,29,6,62,8,18.6,Mustard,29.4,47,50.4
2025-10-13,5,14:00,39,2,65,0,22.6,Mustard,32.6,41,75.6
2025-07-18,2,16:00,42,6,50,6,12.1,Mustard,22.6,51,40.4
2025-02-10,4,12:00,42,6,58,39,12.5,Maize,34.8,64,47.8
2025-05-23,1,13:00,64,1,80,11,21.5,Wheat,2.1,92,78.7
2025-12-30,3,15:00,52,5,64,14,22.2,Maize,29.4,74,60.0
2025-01-17,5,17:00,4,6,47,8,22.5,Maize,30.1,9,24.0
2025-11-17,5,13:00,0,4,9,54,12.0,Maize,32.2,22,22.8
2025-09-07,2,15:00,36,3,67,47,9.0,Mustard,17.3,54,46.1
2025-04-14,2,16:00,81,6,122,72,14.5,Mustard,27.8,112,70.8
2025-10-11,3,15:00,3,4,38,8,12.0,Rice,7.6,8,22.5
2025-11-02,3,12:00,6,1,41,15,22.0,Rice,21.5,57,60.2
2025-01-16,3,09:00,61,2,68,34,7.6,Maize,13.2,88,74.2
2025-02-08,1,08:00,40,5,45,48,17.8,Mustard,21.3,60,44.7
2025-08-31,4,12:00,20,3,55,9,22.4,Cotton,24.0,78,59.2
2025-12-31,2,12:00,18,2,51,15,23.6,Wheat,12.8,66,64.9
2025-01-09,2,12:00,59,5,92,31,18.1,Cotton,8.4,67,67.6
2025-08-31,5,13:00,47,1,65,1,23.1,Cotton,11.9,56,79.6
2025-02-19,4,13:00,57,2,80,29,8.3,Maize,23.6,57,62.5
2025-08-26,2,15:00,25,3,25,56,13.1,Wheat,24.0,61,35.7
2025-08-16,5,09:00,47,1,60,39,7.1,Mustard,26.2,70,73.0
2025-02-03,2,10:00,77,3,100,32,23.7,Mustard,5.3,101,90.3
2025-09-06,3,15:00,28,6,33,36,22.3,Mustard,28.8,61,40.2
2025-11-24,2,15:00,35,6,40,71,7.5,Wheat,24.4,70,26.6
2025-11-12,1,17:00,14,6,16,39,7.3,Mustard,2.0,14,8.7
2025-01-11,3,15:00,57,2,66,40,13.2,Rice,12.4,64,64.1
2025-03-31,3,15:00,2,1,46,69,11.4,Cotton,16.9,53,28.6
2025-03-29,5,11:00,22,5,53,11,21.4,Rice,13.3,83,67.9
2025-06-15,2,12:00,64,3,106,7,9.7,Mustard,5.0,118,81.6
2025-02-22,5,11:00,1,5,12,33,20.4,Cotton,8.0,59,40.2
2025-11-08,4,13:00,89,1,115,23,16.4,Wheat,1.8,119,98.6
2025-10-11,1,16:00,36,5,76,15,13.4,Cotton,4.2,89,49.1
2025-10-23,4,11:00,35,4,50,8,9.5,Cotton,10.1,92,54.4
2025-03-14,3,13:00,48,6,77,65,24.0,Wheat,28.9,106,56.9
2025-01-06,2,11:00,57,1,88,46,17.5,Wheat,18.9,66,75.0
2025-11-29,3,10:00,41,3,78,51,14.5,Maize,15.4,50,58.4
2025-04-16,2,10:00,79,6,122,8,13.3,Rice,23.5,105,87.6
2025-08-28,4,09:00,86,3,113,25,22.4,Maize,19.4,118,109.0
2025-11-28,3,16:00,18,4,44,46,21.0,Mustard,5.5,80,46.2
2025-01-14,3,12:00,63,1,102,39,20.8,Rice,8.6,83,92.3
2025-01-02,2,15:00,27,5,57,52,17.5,Rice,8.6,81,40.9
2025-01-02,2,14:00,89,2,105,50,22.1,Cotton,21.4,146,99.1
2025-02-27,3,10:00,22,4,50,31,12.1,Wheat,16.7,84,46.9
2025-01-19,3,10:00,26,6,50,58,19.0,Mustard,14.2,38,42.7
2025-10-27,2,15:00,64,4,74,19,13.9,Rice,19.9,79,68.0
2025-08-10,3,11:00,71,3,94,6,17.2,Wheat,34.0,85,91.5
2025-12-24,2,16:00,11,2,39,68,24.0,Rice,11.7,58,41.3
2025-10-20,3,10:00,50,3,90,1,23.7,Mustard,18.7,94,86.0
2025-12-18,1,14:00,31,6,57,21,15.7,Cotton,17.3,57,40.0
2025-03-29,3,15:00,55,2,62,8,16.8,Wheat,25.4,60,71.2
2025-04-16,4,10:00,50,4,94,17,22.3,Maize,25.8,83,76.8
2025-11-07,5,11:00,88,3,114,29,23.8,Maize,25.8,135,108.4
2025-03-31,4,16:00,84,2,96,9,20.2,Cotton,7.9,114,94.8
2025-01-21,4,11:00,58,5,91,35,8.1,Maize,16.3,75,58.4
2025-09-02,1,12:00,61,3,78,69,12.5,Mustard,28.6,99,69.6
2025-10-20,2,12:00,80,2,96,10,22.2,Maize,14.0,122,102.1
2025-12-20,4,11:00,16,4,53,69,20.1,Cotton,34.5,54,46.7
2025-12-05,5,14:00,65,5,104,30,19.6,Mustard,13.4,121,77.0
2025-02-13,3,14:00,69,6,92,44,18.4,Wheat,17.9,89,63.9
2025-10-09,5,11:00,11,4,27,33,14.1,Mustard,17.1,50,37.5
2025-11-05,2,15:00,79,4,117,23,13.9,Maize,15.7,134,82.4
2025-09-12,1,10:00,62,5,69,8,20.8,Maize,29.8,75,70.0
2025-10-27,1,08:00,31,2,64,44,12.0,Mustard,6.3,49,37.2
2025-11-02,3,13:00,43,2,69,68,18.6,Rice,20.3,46,58.7
2025-06-12,4,17:00,44,3,82,39,19.3,Cotton,22.0,68,64.1
2025-01-15,2,08:00,82,4,100,44,21.4,Wheat,29.9,84,75.2
2025-06-16,4,10:00,87,4,124,48,12.4,Wheat,21.7,135,93.0
2025-03-15,4,12:00,72,1,72,29,19.6,Mustard,33.6,77,97.3
2025-02-11,2,15:00,58,5,92,9,8.8,Maize,30.7,103,57.1
2025-02-15,2,09:00,9,3,12,38,9.3,Rice,12.9,46,30.5
2025-09-12,4,12:00,82,6,110,65,14.1,Mustard,30.2,146,83.1
2025-07-04,4,14:00,12,5,20,23,7.9,Rice,33.6,34,23.4
2025-07-17,1,11:00,15,6,58,65,23.1,Mustard,9.7,37,27.6
2025-09-29,2,10:00,6,4,40,64,22.3,Wheat,21.7,21,29.5
2025-07-20,3,10:00,85,4,89,18,7.8,Mustard,10.6,119,93.2
2025-08-18,3,12:00,44,2,84,43,21.3,Mustard,23.1,58,66.4
2025-02-01,1,12:00,21,3,32,56,15.7,Rice,4.2,28,39.2
2025-11-07,5,15:00,7,6,31,37,18.9,Rice,26.0,68,41.0
2025-06-13,2,13:00,37,3,40,52,22.1,Cotton,15.3,81,56.1
2025-02-26,2,14:00,65,1,69,68,16.8,Wheat,21.0,72,65.6
2025-10-24,1,17:00,89,2,99,47,9.0,Wheat,1.9,129,79.0
2025-09-26,5,12:00,49,4,73,62,7.0,Wheat,24.6,68,56.6
2025-01-20,2,12:00,54,4,78,60,15.4,Maize,17.9,65,63.8
2025-03-12,5,16:00,75,6,113,60,23.1,Rice,22.3,105,79.3
2025-01-06,3,11:00,81,6,88,63,16.7,Wheat,11.7,132,77.6
2025-04-09,5,14:00,25,4,58,16,13.3,Maize,6.0,25,31.3
2025-02-06,1,14:00,89,4,89,1,7.5,Wheat,15.8,112,75.5
2025-09-17,1,09:00,46,5,59,11,22.6,Rice,33.1,105,69.1
2025-07-10,5,12:00,83,1,90,18,12.6,Wheat,8.7,108,96.5
2025-12-24,5,10:00,10,4,15,51,19.0,Cotton,24.0,16,34.3
2025-10-01,3,10:00,8,3,34,38,18.8,Cotton,2.7,35,42.6
2025-08-12,1,12:00,79,5,119,35,11.3,Cotton,25.4,123,81.3
2025-07-05,5,11:00,60,5,90,0,8.1,Rice,9.1,124,83.5
2025-01-20,2,15:00,15,4,53,51,13.5,Rice,16.4,55,26.7
2025-01-26,5,16:00,80,4,106,27,12.4,Maize,13.5,83,78.3
2025-08-13,5,15:00,9,5,11,57,18.9,Maize,4.8,61,23.4
2025-01-02,5,11:00,61,4,76,8,20.9,Wheat,12.7,111,84.6
2025-01-16,4,11:00,18,2,55,22,10.8,Cotton,12.9,60,58.4
2025-03-21,4,11:00,6,2,7,4,16.0,Maize,18.8,64,49.9
2025-11-19,3,10:00,72,5,76,21,7.7,Mustard,34.1,122,77.2
2025-06-17,1,16:00,76,4,113,69,10.6,Cotton,17.0,91,74.3
2025-09-16,2,12:00,9,2,11,36,19.9,Wheat,32.1,36,38.6
2025-05-31,4,10:00,8,6,51,32,20.5,Wheat,16.7,40,41.2
2025-03-05,5,15:00,55,6,89,20,20.2,Wheat,4.7,86,57.5
2025-05-16,3,12:00,2,4,31,19,9.4,Wheat,8.8,43,25.8
2025-02-03,4,08:00,67,2,91,50,16.4,Maize,14.9,112,74.1
2025-10-09,1,10:00,82,6,86,73,14.2,Cotton,12.1,88,69.2
2025-03-08,3,13:00,67,2,85,56,23.9,Cotton,30.4,103,87.9
2025-05-18,3,14:00,20,3,56,55,18.1,Rice,24.1,22,39.6
2025-12-24,5,10:00,17,6,57,35,22.9,Maize,20.7,50,48.5
2025-08-05,2,16:00,61,4,81,7,9.5,Wheat,17.7,88,58.1
2025-06-17,2,15:00,5,2,42,54,14.7,Maize,14.5,18,22.9
2025-07-18,2,15:00,48,1,82,60,20.1,Wheat,21.8,112,73.1
2025-10-14,1,10:00,40,3,42,38,13.3,Wheat,5.2,56,43.8
2025-04-03,3,09:00,67,5,94,6,17.8,Wheat,6.5,70,70.6
2025-08-21,4,15:00,18,5,45,53,15.7,Cotton,11.3,41,30.3
2025-11-15,5,11:00,68,2,92,69,23.9,Rice,6.8,117,101.4
2025-07-28,5,13:00,62,1,96,16,10.0,Mustard,24.0,62,77.6
2025-06-12,1,14:00,21,5,61,11,22.9,Mustard,1.8,53,37.5
2025-02-22,2,10:00,32,1,56,55,13.8,Cotton,6.4,59,57.8
2025-04-01,2,14:00,5,1,19,24,15.0,Rice,31.7,61,38.4
2025-12-12,2,16:00,40,3,84,53,16.0,Wheat,34.9,40,47.5
2025-07-17,5,14:00,23,4,66,52,11.5,Rice,17.6,24,33.6
2025-04-20,1,12:00,10,2,40,19,23.4,Rice,17.8,46,53.6
2025-06-02,1,15:00,50,2,78,3,22.5,Cotton,27.3,61,69.4
2025-07-30,5,12:00,51,2,55,41,23.5,Cotton,2.2,96,84.7
2025-07-16,5,14:00,7,3,25,30,23.9,Wheat,15.5,25,34.1
2025-09-13,2,15:00,16,1,24,64,18.4,Cotton,4.4,52,39.5
2025-04-04,2,14:00,7,1,30,26,14.7,Wheat,14.6,9,28.2
2025-08-25,3,11:00,61,3,98,18,21.5,Cotton,34.4,106,82.2
2025-06-11,3,09:00,30,1,40,64,7.4,Rice,26.6,63,51.1
2025-12-10,5,10:00,6,2,50,55,21.2,Rice,34.5,6,42.7
2025-02-27,3,12:00,17,4,22,46,15.5,Mustard,26.4,34,40.6
2025-02-24,1,12:00,87,1,91,71,18.4,Rice,21.7,90,92.2
2025-06-18,3,13:00,23,4,66,58,13.4,Cotton,26.6,25,30.4
2025-07-05,3,12:00,61,4,65,64,13.3,Maize,23.4,106,71.4
2025-09-10,3,14:00,42,4,75,59,7.5,Maize,16.8,69,38.7
2025-05-28,3,16:00,16,4,50,30,14.2,Mustard,10.9,68,34.6
2025-11-30,5,11:00,27,5,41,4,13.9,Mustard,18.7,43,51.4
2025-06-23,5,14:00,1,1,3,45,10.8,Mustard,9.8,47,28.2
2025-02-17,2,14:00,67,2,80,57,11.2,Cotton,17.5,106,69.3
2025-02-13,2,12:00,30,2,33,74,16.9,Mustard,6.0,73,48.1
2025-12-22,4,10:00,44,5,74,51,12.4,Mustard,20.2,97,56.6
2025-02-18,3,15:00,13,6,52,42,21.1,Mustard,9.3,58,30.7
2025-12-12,3,16:00,74,6,118,43,8.9,Rice,11.0,122,69.8
2025-04-12,1,14:00,19,4,55,8,16.8,Mustard,18.0,67,38.3
2025-02-04,2,16:00,50,3,84,0,9.7,Cotton,6.5,79,61.2
2025-04-22,4,17:00,78,3,117,3,16.0,Mustard,33.7,125,96.0
2025-08-13,5,11:00,64,1,98,67,16.4,Maize,16.2,118,92.4
2025-06-06,4,13:00,54,3,83,59,17.9,Maize,13.0,101,66.9
2025-10-14,2,12:00,79,4,123,19,14.3,Mustard,2.0,118,89.3
2025-08-12,1,17:00,15,2,29,31,15.7,Maize,29.7,19,36.1
2025-05-27,1,09:00,86,5,104,36,10.1,Wheat,22.3,114,78.0
2025-08-20,2,12:00,50,5,90,18,14.9,Maize,15.2,54,53.7
2025-12-21,3,15:00,36,2,49,31,13.3,Rice,9.3,42,46.9
2025-05-31,5,11:00,23,6,36,26,18.3,Mustard,26.3,46,53.4
2025-02-26,5,14:00,67,1,73,52,14.4,Rice,33.1,97,88.5
2025-05-30,1,12:00,87,6,99,56,20.2,Mustard,13.9,121,80.9
2025-11-03,4,17:00,62,5,88,7,14.2,Rice,5.6,120,71.3
2025-03-21,2,15:00,2,2,41,34,11.0,Cotton,4.7,51,26.5
2025-12-13,1,11:00,42,4,48,74,11.7,Wheat,1.2,69,49.3
2025-08-03,3,14:00,65,2,95,65,7.8,Maize,26.3,86,62.4
2025-08-08,1,11:00,35,5,69,59,16.2,Maize,34.4,81,43.6
2025-04-26,2,13:00,69,1,109,55,21.1,Mustard,34.8,86,92.2
2025-12-02,3,13:00,63,2,96,0,20.1,Mustard,27.7,120,89.4
2025-01-14,2,15:00,6,2,13,73,14.4,Cotton,6.5,56,27.8
2025-04-20,3,08:00,50,2,72,55,10.3,Wheat,34.2,94,62.3
2025-06-02,3,10:00,15,2,57,66,21.7,Cotton,12.1,31,48.7
2025-06-24,4,14:00,43,4,83,68,8.0,Rice,12.3,83,44.2
2025-06-23,1,13:00,34,4,61,19,13.8,Cotton,24.4,87,46.7
2025-02-23,1,12:00,72,4,115,1,21.6,Rice,2.7,76,88.3
2025-03-24,3,09:00,78,2,108,49,13.7,Cotton,29.1,89,82.5
2025-02-04,2,11:00,41,2,43,34,9.0,Cotton,34.9,74,59.5
2025-07-28,4,15:00,48,6,89,1,11.5,Rice,27.4,71,54.8
2025-05-09,1,08:00,56,2,63,20,17.2,Cotton,27.6,102,71.3
2025-07-26,3,12:00,58,1,75,74,9.6,Mustard,14.3,84,71.0
2025-08-04,5,16:00,57,3,67,27,18.1,Rice,3.2,121,75.4
2025-09-14,1,09:00,70,1,102,19,14.4,Mustard,28.0,89,84.7
2025-07-19,2,14:00,88,3,89,49,12.7,Maize,21.3,111,82.2
2025-08-25,5,11:00,74,6,102,49,11.1,Wheat,31.9,74,69.3
2025-08-03,3,15:00,12,2,50,24,21.0,Maize,4.9,28,36.2
2025-08-27,1,14:00,42,5,77,63,13.7,Maize,11.4,57,36.0
2025-08-14,2,15:00,41,3,54,43,19.6,Mustard,13.3,90,55.9
2025-04-26,4,10:00,45,3,85,12,14.5,Cotton,24.2,66,72.3
2025-03-31,5,13:00,47,4,63,24,8.6,Rice,27.8,60,47.9
2025-10-15,2,14:00,64,4,94,63,14.5,Wheat,33.7,84,63.0
2025-05-06,3,11:00,37,2,59,6,15.6,Mustard,11.0,73,62.3
2025-07-20,4,10:00,23,2,26,0,14.8,Maize,17.8,74,61.1
2025-03-13,1,08:00,41,6,41,49,20.9,Rice,2.0,104,46.0
2025-06-07,2,16:00,76,2,84,33,22.5,Cotton,9.6,79,83.8
2025-07-13,4,14:00,28,6,70,18,20.4,Cotton,13.7,82,56.1
2025-08-17,1,13:00,1,3,43,35,16.9,Cotton,21.2,26,29.1
2025-07-12,4,14:00,87,6,105,13,16.2,Rice,17.0,139,95.8
2025-05-12,3,13:00,17,3,60,28,18.0,Rice,13.4,19,38.7
2025-12-18,5,12:00,54,4,56,17,11.9,Mustard,22.2,94,72.9
2025-07-07,1,12:00,72,4,115,43,20.8,Maize,29.2,132,83.2
2025-10-23,5,13:00,24,3,34,50,21.6,Maize,9.2,26,38.8
2025-09-26,2,10:00,30,2,31,68,11.5,Mustard,12.7,81,48.6
2025-07-23,1,15:00,25,4,59,5,22.3,Maize,25.0,32,44.5
2025-11-20,4,15:00,13,4,30,24,21.4,Mustard,27.4,76,43.3
2025-02-16,3,11:00,13,2,26,19,14.2,Rice,29.1,61,55.4
2025-12-03,5,13:00,16,5,50,43,22.5,Wheat,8.1,75,41.8
2025-11-07,1,10:00,41,4,55,39,9.0,Cotton,19.3,99,58.7
2025-07-03,1,17:00,47,1,80,65,7.5,Cotton,31.6,67,52.6
2025-09-25,3,16:00,1,6,9,68,12.9,Maize,14.3,28,7.4
2025-07-09,5,16:00,76,1,79,57,16.6,Cotton,15.6,120,85.2
2025-04-09,3,11:00,60,4,74,14,13.0,Wheat,34.5,71,64.8
2025-10-19,4,10:00,6,3,33,3,23.0,Mustard,4.8,25,41.0
2025-03-31,5,10:00,75,4,85,67,11.3,Cotton,25.0,81,79.5
2025-04-25,5,09:00,2,5,8,70,11.8,Mustard,29.9,59,30.0
2025-07-09,3,10:00,50,5,83,18,17.8,Mustard,6.1,66,65.8
2025-11-02,4,09:00,41,4,63,3,7.1,Maize,25.3,67,56.9
2025-05-21,3,17:00,45,6,64,51,19.4,Cotton,17.0,74,48.0
2025-06-30,4,09:00,86,5,96,44,13.4,Cotton,30.0,110,88.3
2025-01-16,3,10:00,83,5,83,66,23.6,Mustard,31.9,133,97.6
2025-02-12,3,15:00,25,3,27,43,18.8,Rice,30.7,84,56.7
2025-01-21,3,13:00,52,2,82,57,7.9,Mustard,3.2,89,58.7
2025-01-27,4,14:00,86,2,89,58,8.6,Maize,26.7,140,86.9
2025-11-14,4,13:00,65,4,76,0,8.5,Cotton,32.3,72,70.7
2025-11-04,5,15:00,79,4,119,11,23.2,Cotton,22.1,141,100.3
2025-10-27,4,13:00,39,1,54,58,18.6,Wheat,21.4,46,53.6
2025-01-21,1,12:00,25,2,58,13,14.3,Maize,2.5,29,43.8
2025-01-29,3,14:00,45,6,60,15,10.4,Rice,30.1,46,40.6
2025-04-13,2,12:00,73,5,114,56,21.9,Maize,2.6,88,78.3
2025-07-26,1,11:00,83,5,119,15,10.4,Mustard,11.7,137,85.4
2025-05-02,1,12:00,61,2,82,11,19.0,Maize,32.5,80,83.4
2025-06-27,3,10:00,63,1,93,1,20.0,Maize,33.3,114,98.9
2025-03-05,5,15:00,46,2,64,35,12.0,Cotton,34.7,73,68.4
2025-09-24,3,11:00,28,6,70,47,15.6,Maize,17.2,34,32.2
2025-04-25,3,10:00,38,4,54,54,10.8,Cotton,7.0,68,55.6
2025-01-25,1,11:00,44,5,81,67,13.4,Maize,17.6,59,43.8
2025-09-29,4,15:00,73,3,100,48,23.4,Wheat,4.5,91,76.1
2025-11-26,1,11:00,49,3,77,56,18.8,Wheat,30.7,82,63.7
2025-01-06,5,14:00,71,4,86,15,21.4,Mustard,20.1,122,91.3
2025-06-09,5,15:00,2,6,39,25,16.2,Maize,14.8,40,22.3
2025-10-29,5,09:00,68,3,101,22,11.1,Cotton,3.7,82,80.4
2025-09-15,2,14:00,45,4,81,4,19.1,Mustard,14.8,91,59.9
2025-11-09,1,11:00,89,6,125,72,15.5,Mustard,30.5,134,84.0
2025-06-01,2,10:00,42,3,49,18,10.0,Cotton,24.9,57,63.1
2025-05-16,4,14:00,43,6,82,33,14.0,Maize,3.8,98,51.6
2025-09-16,2,16:00,11,4,48,26,17.8,Maize,6.4,65,36.5
2025-02-26,5,11:00,72,6,82,3,19.5,Wheat,14.3,111,86.0
2025-03-29,1,13:00,63,3,107,67,11.1,Mustard,4.4,82,52.3
2025-08-08,1,11:00,77,4,100,16,21.9,Rice,32.8,100,88.9
2025-09-01,2,13:00,8,2,22,7,13.5,Cotton,23.2,36,35.1
2025-02-13,4,13:00,19,4,29,25,11.6,Mustard,4.2,31,27.2
2025-07-05,4,13:00,78,2,94,10,10.3,Maize,27.8,97,83.4
